%time,field.data
623650000000,-0.000301718711853
623650000000,0.000414490699768
623660000000,0.000207126140594
623700000000,0.00174874067307
623700000000,0.00083190202713
623710000000,0.00214207172394
623730000000,0.00138700008392
623770000000,0.00117564201355
623770000000,0.00160139799118
623820000000,0.0016685128212
623820000000,0.0010057091713
623860000000,0.000953376293182
623870000000,0.000999093055725
623910000000,0.00215643644333
623950000000,0.00176674127579
623950000000,0.00100886821747
624000000000,5.84721565247e-05
624000000000,0.000650525093079
624050000000,0.00041526556015
624050000000,0.000601887702942
624050000000,0.000530421733856
624090000000,-0.000407338142395
624090000000,0.000624418258667
624100000000,-2.34842300415e-05
624120000000,-0.000858068466187
624160000000,-0.000187039375305
624200000000,0.000175952911377
624200000000,2.98023223877e-05
624200000000,0.00161212682724
624250000000,0.000128865242004
624250000000,-0.000383734703064
624260000000,-0.00181531906128
624280000000,-0.00141823291779
624330000000,-0.00139212608337
624370000000,-0.00261735916138
624370000000,-0.00196349620819
624370000000,-0.00261056423187
624410000000,-0.00295782089233
624410000000,-0.00139939785004
624420000000,-0.000337839126587
624440000000,-0.000726103782654
624490000000,-0.00301730632782
624490000000,-0.00318229198456
624530000000,-0.00173628330231
624530000000,-0.00142133235931
624580000000,-0.00228238105774
624580000000,-0.00183355808258
624620000000,-0.00305235385895
624620000000,-0.00307404994965
624670000000,-0.00341415405273
624670000000,-0.00397300720215
624710000000,-0.00418722629547
624710000000,-0.00392723083496
624760000000,-0.00344908237457
624760000000,-0.00358700752258
624760000000,-0.0031715631485
624800000000,-0.00469052791595
624800000000,-0.0034145116806
624810000000,-0.00466930866241
624830000000,-0.00319743156433
624870000000,-0.00575137138367
624920000000,-0.00478029251099
624920000000,-0.00597381591797
624920000000,-0.00624775886536
624960000000,-0.0051976442337
624960000000,-0.00472021102905
624970000000,-0.00448679924011
624990000000,-0.00462996959686
625040000000,-0.00377571582794
625040000000,-0.00487041473389
625080000000,-0.00483083724976
625100000000,-0.00436317920685
625140000000,-0.00399363040924
625180000000,-0.00366878509521
625180000000,-0.00447940826416
625230000000,-0.00472104549408
625230000000,-0.00377595424652
625270000000,-0.00367200374603
625270000000,-0.00333333015442
625270000000,-0.00301492214203
625320000000,-0.00372791290283
625320000000,-0.00412857532501
625330000000,-0.00442099571228
625360000000,-0.00517702102661
625400000000,-0.00401341915131
625440000000,-0.00418162345886
625440000000,-0.00367307662964
625480000000,-0.00422847270966
625480000000,-0.00371038913727
625530000000,-0.00433909893036
625530000000,-0.00525987148285
625570000000,-0.00389337539673
625620000000,-0.00456440448761
625620000000,-0.00428879261017
625660000000,-0.00499093532562
625660000000,-0.00596988201141
625660000000,-0.00625479221344
625710000000,-0.00536847114563
625710000000,-0.00518572330475
625720000000,-0.00651133060455
625740000000,-0.00519478321075
625780000000,-0.00580394268036
625780000000,-0.00475656986237
625830000000,-0.00397944450378
625830000000,-0.00571858882904
625870000000,-0.00703930854797
625870000000,-0.00706100463867
625920000000,-0.00597965717316
625920000000,-0.0061217546463
625920000000,-0.00527000427246
625960000000,-0.00541031360626
625970000000,-0.0058434009552
626010000000,-0.00759196281433
626060000000,-0.00689816474915
626060000000,-0.00654685497284
626100000000,-0.00624930858612
626100000000,-0.00412261486053
626150000000,-0.00550830364227
626150000000,-0.00640189647675
626190000000,-0.00648665428162
626190000000,-0.0065084695816
626230000000,-0.00698435306549
626230000000,-0.00610852241516
626280000000,-0.00657558441162
626280000000,-0.00674641132355
626320000000,-0.007319688797
626320000000,-0.00764203071594
626320000000,-0.00658118724823
626370000000,-0.00713455677032
626370000000,-0.0083202123642
626380000000,-0.00824129581451
626400000000,-0.00903606414795
626440000000,-0.00948572158813
626440000000,-0.00795674324036
626490000000,-0.00867486000061
626490000000,-0.00906777381897
626530000000,-0.00945651531219
626530000000,-0.0101447105408
626570000000,-0.00971162319183
626570000000,-0.0093686580658
626620000000,-0.00945448875427
626620000000,-0.00913405418396
626660000000,-0.00980186462402
626660000000,-0.00988066196442
626660000000,-0.0107183456421
626710000000,-0.012646317482
626710000000,-0.0139398574829
626720000000,-0.015096783638
626740000000,-0.0166202783585
626790000000,-0.0192934274673
626790000000,-0.0231227874756
626830000000,-0.0245444774628
626830000000,-0.029657125473
626870000000,-0.0321012735367
626870000000,-0.0337485074997
626920000000,-0.0384366512299
